feature,class
"[-3.0170804e+02  1.1153328e+02  2.1896053e+01  1.6150570e+01
  8.1987906e+00  2.2081917e+01 -8.6017981e+00  1.4827532e+00
 -1.7077761e+01 -8.3437119e+00 -1.7010780e+01 -1.0576027e+01
 -1.5687029e+01 -1.2606835e+01 -1.2262773e+01 -1.4563126e+01
 -1.0112008e+01 -5.7920380e+00 -7.7755442e+00 -7.1875286e+00
 -6.5276713e+00 -6.2256765e+00 -1.2392903e+01 -1.6330412e+01
 -1.1472734e+01 -1.2738586e+01 -3.4837847e+00 -6.5322094e+00
 -7.4564347e+00 -7.5764771e+00 -8.2145405e+00 -9.2932787e+00
 -4.6201339e+00 -7.6602817e+00 -1.1390906e+01 -7.4061708e+00
 -8.5252438e+00  1.0680581e-01  6.2724376e+00  3.9126132e+00]",blues
"[-110.285034    90.71587     -2.5352983   74.0649     -11.763082
   39.210945   -13.171311    20.544197   -17.162983    12.81397
  -21.437147     5.957196    -8.026906     4.240609   -16.484734
    6.549281    -5.6958103   -3.6384895   -4.8583665    1.8528223
   -5.490514    -4.6858053   -0.9748981    1.8306034    2.8904066
    0.6026427   -2.7087307   -2.999348    -2.9526606   -4.8469963
   -0.7741973   -2.2701895    0.8963269    1.6736244    0.5067799
   -1.8918469    3.0022397   -2.172773    -2.8511834   -5.2350655]",blues
"[-107.203255    88.49288     -4.1719      55.477848    -8.0177145
   38.413597    -6.4136605   28.57575    -19.81994     13.244698
  -19.248566    12.076122    -4.582267     3.78424    -16.988953
   11.621647    -7.3614445   -3.6652527   -7.1768236    1.9731815
   -1.8434201   -0.7352211    3.1615312    4.29234     -1.1956941
   -3.9111903  -10.618957    -3.9262722   -2.185116    -0.3870937
   -0.7586798   -5.4216433   -1.6411012    0.9019108    1.4729373
   -3.9549694    0.5706856   -1.9387333   -2.054595    -5.0004163]",blues
"[-1.5958040e+02  6.9806023e+01 -4.4021068e+00  7.6845116e+01
  3.9148974e+00  4.5175888e+01 -4.8602738e+00  3.2201580e+01
 -9.8050747e+00  7.8093581e+00 -2.1826738e+01  9.6957502e+00
 -2.5847607e+00  3.3108449e+00 -1.4973028e+01  1.0230251e+01
 -4.0877008e+00 -5.8481760e+00 -2.4740317e+00  6.6542907e+00
  3.7019038e+00 -1.0249194e+01 -6.6819358e+00 -5.4454889e+00
 -2.3692510e+00 -1.8140037e+00 -1.6112292e+00 -1.6633469e+00
 -6.1227398e+00 -4.0859275e+00  3.0010858e+00 -7.9225335e+00
 -6.0863194e+00 -2.7076602e+00 -2.3297999e+00 -5.5765667e+00
  4.6983790e+00 -8.2503483e-02 -3.1239619e+00 -1.3034079e+00]",blues
"[-1.09140701e+02  1.00619644e+02 -8.66645432e+00  4.73547287e+01
 -6.56846523e+00  3.96177559e+01 -8.52192402e+00  2.95726089e+01
 -1.65948372e+01  1.31708813e+01 -2.42134151e+01  6.58301926e+00
 -8.65244675e+00  4.93026209e+00 -1.54409714e+01  1.53425777e+00
 -6.75452566e+00  1.41518986e+00 -3.97174120e+00  3.28716040e+00
  2.75099557e-02 -2.80590653e-01 -1.13465750e+00 -2.14205790e+00
 -2.79563284e+00 -1.37543595e+00 -6.01846123e+00 -2.62184262e+00
  1.70710719e+00 -2.38557339e+00 -7.85501122e-01  1.53461218e+00
 -1.57270825e+00 -4.33352757e+00 -5.03411710e-01 -1.94084466e+00
  2.00519294e-01 -1.96839261e+00 -7.45102227e-01 -1.77452624e+00]",blues
"[-1.0953125e+02  8.6928802e+01 -8.6060257e+00  6.4480484e+01
 -6.3028755e+00  4.3645935e+01 -8.2953854e+00  2.8543201e+01
 -1.4081493e+01  8.1379681e+00 -2.1484119e+01  1.1087112e+01
 -5.0953035e+00  3.9801104e+00 -1.2861199e+01  1.2336353e+01
  1.7295089e-02 -7.4249190e-01 -5.1344838e+00  3.2994614e+00
 -5.4288214e-01 -6.3219161e+00 -2.9085214e+00 -7.8775728e-01
 -3.9452240e+00 -3.0822587e+00 -6.9426308e+00 -4.2083735e+00
 -5.2391105e+00 -6.5082121e-01  3.2479830e+00 -4.4400811e+00
 -2.2394855e+00  3.1693223e-01 -1.2132368e+00 -5.2265811e+00
  3.1949692e+00 -1.5842514e+00 -3.5638866e+00 -5.2603116e+00]",blues
"[-1.6324342e+02  8.9783844e+01  1.2974768e+01  8.0698349e+01
  3.6637850e+00  3.9734093e+01 -5.4092660e+00  2.6490929e+01
 -1.3169032e+01  2.7055442e+00 -2.0547697e+01  6.0114050e+00
 -2.9064910e+00 -4.3132123e-01 -1.7537825e+01  4.1644506e+00
 -5.9858317e+00 -7.8653197e+00 -8.5674858e+00  1.8536395e+00
 -1.1193119e+00 -7.0204196e+00 -3.7936182e+00 -6.2637053e+00
 -2.5800800e+00 -5.9186983e+00 -6.9631610e+00 -5.9157248e+00
 -2.9906423e+00 -5.0551424e+00  3.2448483e+00 -3.7757931e+00
 -6.7516541e+00 -1.6798139e+00 -1.5103493e+00 -4.2644334e+00
  1.2440087e-01 -2.8115275e+00 -3.2844474e+00 -7.2790670e+00]",blues
"[-1.8260481e+02  9.0674210e+01  1.4124650e+01  6.7552986e+01
  2.6751466e+00  3.8430412e+01 -8.4191771e+00  2.4123713e+01
 -1.3794528e+01  4.8405757e+00 -1.6679119e+01  5.8271174e+00
 -5.1463919e+00  1.9292586e-01 -1.4491466e+01  6.8628478e+00
 -4.4426827e+00 -2.9876118e+00 -4.8196287e+00  5.4037752e+00
 -1.1536608e+00 -4.6472840e+00 -4.4032969e+00 -1.5572805e+00
 -9.7690359e-02 -7.1544152e-01 -3.3997142e+00 -3.9978859e+00
 -4.2049813e+00 -5.0973907e+00  3.0848918e+00 -2.8991585e+00
 -2.2627962e+00  2.4344936e-01 -3.1889775e-01 -1.2824659e+00
  2.5267780e+00 -5.1669145e-01 -1.7804115e+00 -2.6929901e+00]",blues
"[-1.4996422e+02  9.3663895e+01  6.3473339e+00  7.1497932e+01
 -8.1291084e+00  3.6193680e+01 -9.7837543e+00  1.7647097e+01
 -2.1112293e+01 -1.3059248e-01 -2.2204636e+01  5.4265752e+00
 -7.4643979e+00 -4.3298597e+00 -1.2407085e+01  9.6235466e+00
 -5.0241971e+00 -3.7060928e+00  2.3371365e+00  4.1607966e+00
  2.0204585e+00 -6.7739868e+00  1.9676379e+00  1.9957988e+00
 -2.0871775e+00 -9.1580105e-01 -4.9631290e+00 -5.8848257e+00
 -7.4495978e+00 -6.8541446e+00 -8.0661672e-01 -1.5291183e+00
  2.9393754e+00 -3.5821483e+00 -1.6959250e+00 -3.3744023e+00
  1.1251211e+00 -2.2160118e+00 -4.4162035e+00 -5.3137121e+00]",blues
"[-106.39663     102.66919     -20.160875     59.366917     -9.960423
   33.70237     -14.18707      23.524563    -13.328021     16.00551
  -18.926495      7.8249483    -7.797836      4.040653    -11.352146
    2.0696394    -5.7369723     0.46918136   -1.911874     -3.1344132
   -7.8752975    -2.8274465     3.5163977     0.8955296     1.4472142
   -3.4338045    -8.370855     -4.699224      0.6112501    -0.9292306
   -1.6842744    -4.906317     -1.7279165    -4.256902      0.99579126
   -2.1357415     2.1184099    -2.3407238    -1.8910522    -5.883964  ]",blues
"[-2.5596312e+02  1.1083974e+02  2.1466070e+01  6.7558914e+01
  4.2955728e+00  4.3095005e+01 -4.5027637e+00  1.0435257e+01
 -8.7186842e+00  1.6503065e+00 -2.0581207e+01 -2.4358413e+00
 -7.1460280e+00 -1.1169808e+01 -1.2609449e+01  2.7359972e+00
 -8.9422522e+00 -7.9447255e+00 -2.3537962e+00 -7.1453446e-01
  1.5596077e+00 -5.9308825e+00  4.3965563e-01 -6.9441050e-01
  2.0181206e-01  1.3157309e+00 -3.9469545e+00 -4.8841348e+00
 -6.2068325e-01 -1.1773525e+00 -1.0788716e+00 -5.3106294e+00
 -5.9215659e-01 -4.2123680e+00 -6.2208471e+00 -4.9539771e+00
 -1.2724369e+00 -2.6642008e+00 -4.9474216e+00 -2.9676280e+00]",blues
"[-8.3029480e+01  1.0710441e+02 -2.5338032e+01  5.7105701e+01
  7.9835780e-02  3.4697681e+01 -1.1060306e+01  2.0544291e+01
 -1.1203026e+01  1.4825527e+01 -1.0235623e+01  1.2548191e+01
 -9.7646418e+00  2.5628443e+00 -6.2880325e+00  3.0061865e+00
 -8.7145624e+00 -3.3176583e-01 -2.9872000e+00  7.0502788e-01
 -7.2833920e-01  6.8965554e+00  2.3243625e+00 -1.4888389e+00
 -1.0382704e+00 -3.9928911e+00  2.0545237e+00  8.9332861e-01
 -3.2348549e-01 -1.8703370e+00  2.1397203e-01 -3.1689007e+00
 -1.3920583e+00 -2.5743985e+00  2.7645147e+00 -9.4197750e-01
 -2.9842839e-01 -6.6922097e+00 -1.9204285e+00 -4.3476981e-01]",blues
"[-55.631004   114.9514     -37.04922     64.900314    -7.1699824
  15.256333   -16.24762     18.646315    -9.762152    21.460814
  -5.662462    12.79181    -16.540878     3.7969823   -7.9076304
   8.472277    -4.0752034    3.2032907   -5.1877713   -1.2790169
   0.47259337   3.4297645   -1.1249186    0.2942577   -0.33405316
  -4.640329     1.4704789   -1.7529219   -3.1423008   -1.4839517
  -2.513141    -5.931012     1.7752321   -2.178501     2.8713078
  -3.397337    -2.2930582   -5.088395    -2.6496491   -3.7363613 ]",blues
"[-2.2526271e+02  1.1762649e+02 -1.4538812e+01  6.4794373e+01
  1.2911807e+01  1.9036669e+01  1.0670200e+01  9.8869247e+00
 -2.3937404e+00  1.1683764e+01  1.5412837e+00  3.0635996e+00
 -7.6256156e+00 -8.9570723e+00 -4.3462014e+00 -6.4659357e-02
 -2.5570843e+00 -3.4438670e+00 -3.8725183e+00  1.3121448e+00
  3.7099731e+00 -3.5739801e+00 -4.8368335e+00 -1.1336876e+00
 -1.5348715e+00 -4.6909243e-01  9.4130001e+00  3.2189057e+00
 -3.4219429e+00 -3.1306112e+00 -5.9445891e+00 -5.9845738e+00
 -3.3430808e+00 -2.3584068e+00  3.3260019e+00  3.2963998e+00
 -1.3604913e+00 -2.8142140e+00 -3.4620597e+00 -3.4659724e+00]",blues
"[-7.67465820e+01  1.05751114e+02 -4.31977806e+01  6.09598923e+01
 -8.78532600e+00  2.12463741e+01 -1.28685379e+01  1.86108284e+01
 -1.14094505e+01  1.45485878e+01 -6.05646467e+00  1.27331982e+01
 -9.37508869e+00  1.35527635e+00 -3.62052798e+00  7.00021076e+00
 -4.06521511e+00 -2.71875173e-01 -3.70646095e+00 -4.94400829e-01
  1.69057518e-01  6.62491679e-01  3.64142269e-01  4.25098848e+00
  3.97721434e+00  1.16751230e+00  6.21001720e+00 -7.29262531e-01
 -1.40366793e+00  9.21209037e-01 -2.94669795e+00 -6.23189640e+00
 -2.70238549e-01 -3.51148881e-02  3.70452404e+00  1.78022191e-01
 -2.30459452e+00 -2.41486645e+00  5.28030217e-01 -2.44577575e+00]",blues
"[-57.94169    109.0066     -36.21867     64.044914     1.4201571
  26.318415   -17.484892    20.42565     -9.550732    18.168362
  -6.064984    13.87447    -11.29574      4.6680374   -6.4108768
   3.2184381   -8.080516    -1.7162848   -5.4286165   -2.5797899
  -2.2228968    3.0980024    0.47874078   2.4315464    0.7903421
  -1.7281905    1.6831206   -3.624238    -4.759864    -3.9625416
  -2.2139623   -4.5686216    0.38034093  -1.4830114    1.9975029
  -0.8188873   -0.43624783  -2.5742824   -0.74743366  -2.6624322 ]",blues
"[-98.7711     104.79962    -35.097168    60.695198    -2.8405914
  22.22947     -7.831078    19.035414   -11.572287    17.017876
  -5.3780265   12.197646    -9.955082     0.35537425  -4.2638063
   6.1363654   -4.823618     1.4952295   -1.4962363    3.5054739
   3.2781947    1.5396549   -1.9676049    0.5516808   -0.9224644
  -1.7165061    7.6512003    1.8115093   -0.6658239    0.5849971
  -0.1626152   -4.581308    -0.8098801   -2.8996294    3.2017894
   0.3735816   -0.6893162   -3.5572      -0.903308    -2.5641685 ]",blues
"[-1.45292419e+02  1.02850784e+02 -1.25675459e+01  5.69936180e+01
  2.22110581e+00  2.66140823e+01 -4.29842997e+00  1.73414230e+01
 -8.01612949e+00  1.52374744e+01 -6.94876242e+00  7.47066069e+00
 -1.04779444e+01 -2.34574699e+00 -6.79283285e+00  2.67420053e+00
 -4.78820848e+00 -9.44876134e-01  2.19000801e-02 -2.00351357e+00
 -4.37448263e-01  2.73991084e+00 -1.62462234e+00 -2.81707644e+00
 -2.03363514e+00 -5.58965921e+00  4.89931726e+00  2.27706537e-01
 -3.58537483e+00 -1.03079343e+00 -3.25529814e+00 -3.39200783e+00
 -1.85519266e+00 -2.25971889e+00  2.52577923e-02 -3.35398793e+00
 -3.30286288e+00 -7.01711082e+00 -6.48344040e-01 -4.23791456e+00]",blues
"[-92.73328    115.32343    -35.068222    57.875343     1.8522311
  26.61314    -14.536868    22.12833     -8.207464    11.016058
  -5.649425     7.2786427  -10.204165     1.3267535   -4.1071086
   0.97499365  -6.5528083   -0.6891603   -2.1258132   -1.5101185
  -1.5523022    1.301587    -0.4635735   -3.1320984   -1.5378141
  -4.5060267    1.9873784   -2.800229    -2.8592496   -2.3813934
  -1.0429015   -3.6970935    0.20376967  -1.7886167   -0.18502003
  -1.8281722   -1.3857328   -1.9110148    0.37488285  -1.1984065 ]",blues
"[-95.44059    105.23433    -26.953482    60.816486    -4.854668
  21.543472   -13.520524    12.13553    -20.231928    12.156194
  -5.2262135   10.267819    -9.4598       3.8689911  -10.188684
   3.5827923   -3.1101315    0.20062798   0.8418169   -3.4198139
  -4.004978     6.354478     4.573369     2.3255217    5.707643
  -0.13937579   3.3620052    0.2205306   -0.3950135    0.36423117
  -1.068193    -4.698302    -0.8363503   -0.64869463   0.9261717
  -2.2104504   -1.4161534   -2.1421921    0.56467754  -3.2256365 ]",blues
"[-8.6268684e+01  9.1958778e+01 -2.3415850e+01  6.8261971e+01
 -3.8848531e+00  2.2747063e+01 -9.8979464e+00  1.6888969e+01
 -1.1390699e+01  1.8429132e+01 -7.0125508e+00  1.0759532e+01
 -1.1943846e+01  9.9179101e-01 -5.9280124e+00  5.3160610e+00
 -6.1359916e+00  1.9500208e+00 -5.0911722e+00 -6.7167079e-01
 -5.0123900e-01  1.0686220e+00 -8.5340649e-01  1.9206945e+00
  3.2491457e+00 -2.1312580e+00  8.2212858e+00  3.7757811e-01
 -4.3602529e+00  6.3096382e-02 -2.2856164e+00 -4.3179588e+00
 -2.5956891e+00 -2.3592646e+00  4.2967653e+00  8.9699373e-02
  7.7066964e-01 -4.0322413e+00  1.4727170e+00 -4.1794376e+00]",blues
"[-6.7761024e+01  1.1171130e+02 -3.4646255e+01  6.1319546e+01
  4.4202056e-02  3.0561480e+01 -1.2693844e+01  2.1164927e+01
 -1.3122508e+01  1.6284252e+01 -6.3370161e+00  1.2300311e+01
 -1.2475308e+01  1.6777149e+00 -5.1477866e+00  4.6483440e+00
 -6.9102273e+00  1.0541182e+00 -4.7305880e+00 -6.6058242e-01
 -7.9271185e-01  3.7318728e+00 -1.0122019e+00  1.7753240e+00
 -5.9483004e-01 -4.4773178e+00  3.0267966e+00 -1.0634210e+00
 -4.1479192e+00 -2.0782170e+00 -3.1859927e-02 -4.2599964e+00
 -1.5238652e+00 -2.3360813e+00  2.8107591e+00 -1.2031167e+00
 -1.4430670e+00 -3.5626695e+00  1.2138516e+00 -2.8300593e+00]",blues
"[-82.52998     94.16451    -27.112604    75.65927    -27.521812
  35.577274   -20.303492    25.112028   -15.370209    11.353974
 -13.391489     8.147321    -8.500548     8.289692   -10.354397
  -3.4710367   -5.22866     -2.586172    -8.361181    -6.984573
  -0.1998663   -6.132022    -1.2443968   -1.294355    -2.6587274
  -2.208441    -0.83870924  -4.159226    -0.82659745  -3.4580762
  -1.94888     -8.445119    -1.1489927   -0.23599187  -0.3317932
  -1.5851362    0.12535498  -5.7993627   -6.1915174    1.5024174 ]",blues
"[-144.92339     95.732994   -21.616442    49.62627    -29.88752
   29.351145   -18.850819    17.902308    -9.670823     5.516722
   -9.557408     6.359987   -21.088718     2.4660542   -9.539148
   -1.4058187   -9.312422     5.1551495   -8.118464    -2.4402165
    2.0047526   -7.9013624   -5.0640674   -6.2007227   -4.4851575
   -6.1186423   -3.7554176   -5.3625517   -3.2640986   -9.632448
   -2.9543548   -6.388773    -0.1736531   -5.363389    -4.9857497
   -4.675414    -2.0990343   -5.770899    -3.9713852    1.6036353]",blues
"[-129.15756      72.09806      -7.7710886    49.25128     -32.72323
   21.60696     -27.371616     15.001656    -10.260744     12.431697
  -17.031103      7.1205482   -18.018093      2.924361    -14.481514
    4.0730195   -14.528055      7.258472     -8.21289      -1.9991802
   -3.7767787    -4.119382     -6.281946      0.1889503    -2.973165
   -1.9313961    -3.9665906    -4.653271      0.987129     -8.416025
   -2.0518618    -2.8874307    -3.0917046    -2.1058471    -2.7186942
   -4.2281036    -5.4727297    -1.8535312     0.37496477   -0.5434843 ]",blues
"[-85.13846     88.807526   -16.32557     59.228165   -35.98338
  14.397045   -22.296473     9.660773   -14.823983    11.181689
 -14.806866     8.475102   -19.587511     6.415234   -13.781307
   6.1189365  -13.149333     3.9346714   -7.615674     3.753453
  -3.0082011   -0.41706696  -6.153223     3.9832492   -1.4059522
  -0.99869055  -3.5966578    2.5914326    0.21140218  -6.3693485
   0.4964789   -3.6109369   -6.8549204   -6.687063    -6.615479
  -2.3597753   -3.9614265    1.8752148    3.9009192    1.3398902 ]",blues
"[-118.35662      74.87531     -19.866087     46.944565    -32.55983
   23.820112    -26.35521      17.678152    -13.824853     11.931674
  -17.888668      7.5392737   -22.89513       4.7638674   -12.789289
    5.6152854   -14.7285595     6.676352     -9.173863     -2.2358475
   -3.9891603    -6.2618775    -4.01989       0.84242904   -2.0127475
    2.9062395     0.598887      0.23649919    1.815852     -3.4866254
   -5.1383677    -6.949506     -2.705948     -1.2589763    -5.488407
   -4.4756484    -2.7438087     0.19512935   -0.69444394   -5.072606  ]",blues
"[-1.16602013e+02  9.74310684e+01 -1.38917303e+01  4.89676361e+01
 -2.25964584e+01  2.77590141e+01 -2.02451630e+01  1.86388645e+01
 -1.46395855e+01  8.48274708e+00 -1.66446819e+01  1.10176306e+01
 -1.38668737e+01  9.73492622e+00 -5.10676622e+00  2.63618255e+00
 -9.87965870e+00  6.15177059e+00 -7.69412804e+00 -4.83317566e+00
 -3.01962423e+00 -4.65315628e+00 -3.92406225e+00 -1.40809798e+00
 -8.75944912e-01  7.79283941e-02  8.78170311e-01 -4.39703798e+00
 -1.91855109e+00 -1.66127694e+00 -1.41713965e+00 -6.02094507e+00
 -5.72688818e+00 -2.70916820e+00 -2.51995659e+00 -3.25548315e+00
 -2.66230464e+00 -5.09965515e+00 -6.05613327e+00 -4.99165726e+00]",blues
"[-9.5463570e+01  1.0138746e+02 -2.0677706e+01  4.8668915e+01
 -3.0248262e+01  2.0807701e+01 -1.8291418e+01  1.4138235e+01
 -1.2799490e+01  1.3443616e+01 -1.4068502e+01  7.7323503e+00
 -1.9215456e+01  2.8566136e+00 -9.8193359e+00  6.9123664e+00
 -1.1297557e+01  8.9408159e+00 -2.9511454e+00 -9.7175920e-01
 -2.6739285e+00 -1.8214536e+00 -5.1210380e+00  7.4751608e-02
  1.1868128e-01 -1.5015985e+00 -3.6863170e+00 -5.8561864e+00
 -1.5128157e+00 -7.1910377e+00 -2.6017256e+00 -4.5474362e+00
 -2.3869832e+00 -1.3568405e+00  6.4501423e-01  1.0808970e+00
 -4.3181896e-01 -3.4468894e+00 -5.5362134e+00 -5.0687504e+00]",blues
"[-113.20137      88.7261       -8.926565     49.474174    -34.579094
   15.856428    -17.740217     14.707291    -11.190547     15.368716
  -15.0683975     8.74908     -18.629265      5.456196     -9.2695465
    8.014036     -9.542045      5.8658543    -4.4005384     3.6217515
   -4.86794      -0.19924259   -6.3427243     1.7492969    -2.5426183
   -3.560028     -2.438386     -0.36531577   -1.5062962    -6.1863103
   -0.5032397     1.6485924    -6.2580976    -3.848879     -6.7856593
   -4.9058466    -2.6330137    -3.158111      7.571324      2.3205788 ]",blues
"[-1.2147392e+02  9.6097191e+01 -1.9590857e+01  4.8038452e+01
 -3.8784630e+01  2.4768978e+01 -3.2941410e+01  8.1025410e+00
 -1.7818922e+01  6.1178603e+00 -1.9995436e+01  6.8003402e+00
 -1.9333210e+01 -1.0917249e-01 -1.2253940e+01 -4.9236598e+00
 -1.0414173e+01 -2.0453279e+00 -1.7603425e+00 -3.9544346e+00
 -4.6167164e+00 -8.9089146e+00 -7.4865818e+00  1.7636498e+00
 -7.0713872e-01 -3.7432926e+00 -2.8704696e+00 -3.2505167e+00
  3.5942481e+00 -4.6538367e+00 -6.7675525e-01 -6.9704599e+00
  1.0183655e+00 -1.0515361e+00  1.8767749e-01 -4.3668175e-01
  5.3094667e-01  1.4079918e+00 -2.6602292e+00  6.4077660e-02]",blues
"[-1.33048965e+02  1.05738907e+02 -2.21582222e+01  4.18306923e+01
 -2.69925022e+01  1.91185722e+01 -2.65660286e+01  1.92359829e+01
 -1.53420115e+01  6.98991394e+00 -1.08143806e+01  6.79866934e+00
 -1.17269564e+01  4.39771032e+00 -6.03196239e+00  1.96306396e+00
 -1.23145456e+01  3.25697494e+00 -8.80651569e+00 -3.36911106e+00
 -2.25968981e+00 -4.44852448e+00 -4.02908802e+00 -7.60398102e+00
 -2.89388925e-01 -2.72979164e+00  2.92644429e+00  3.25876385e-01
  1.22951195e-01 -3.39188623e+00 -6.78562939e-01 -4.49563169e+00
 -4.55435181e+00 -6.72947931e+00 -4.46613789e+00 -6.39428902e+00
 -2.56892157e+00 -5.57499290e-01  1.32362032e+00 -1.96094036e+00]",blues
"[-89.39791     93.79924    -14.558413    54.38949    -33.50723
  19.428232   -19.761513    13.029956   -13.864508    14.617381
 -14.972617    10.598986   -18.020245     6.659175   -10.210894
   6.535371   -10.852217     3.325134    -6.184798     3.0092962
  -4.687776    -1.6329031   -8.338829     1.7066774   -1.5698999
  -2.8376868   -4.68406      0.90385664  -1.6989642   -6.34537
   1.338347    -2.802596    -5.844165    -5.7875223   -6.53171
  -3.3246384   -3.835578     1.261999     4.494632     1.5105014 ]",blues
"[-1.1870432e+02  8.7645622e+01  6.5529914e+00  4.5102322e+01
 -3.8911594e+01  2.0823198e+01 -2.6864548e+01  1.3807368e+01
 -1.7236187e+01  5.1112614e+00 -1.5712021e+01  3.9887707e+00
 -2.7536579e+01  3.0563986e+00 -1.5962014e+01  1.0867272e+01
 -1.2656353e+01  2.8186810e+00 -1.3342627e+01 -4.3675041e+00
 -3.2062624e+00 -1.3974127e+00 -9.4584970e+00  6.4588909e+00
 -3.5838730e+00  7.0243296e-03 -5.0918980e+00 -1.9270667e+00
  1.6855016e+00 -4.2030916e+00  4.4835353e+00 -3.6398625e+00
 -4.5379758e+00  2.0882738e+00  2.6486188e-01 -3.0549765e+00
 -6.3910236e+00 -1.8218527e+00 -4.4896922e+00 -1.0909321e+01]",blues
"[-30.126768   103.738075   -19.742796    56.41043    -12.707871
  20.187708   -17.338875    16.300972   -18.438002     8.925146
 -11.655669    11.209243    -8.847433     9.09779     -3.572931
   4.3794627   -2.8248992    4.7203135    0.4887798    1.4746345
  -0.7653503    6.093748    -2.0013483    4.1353555    1.0380521
  -1.8136427   -0.7324346   -2.5241284   -0.29221365   0.9526239
  -1.2758185    0.8156035   -1.7638799    0.42074728   1.547243
  -2.7245471   -0.9756474   -0.6881651    0.7750936   -5.5895305 ]",blues
"[-56.0053      87.851326    -1.6130452   41.199356    -5.6183295
  27.792627   -23.99084     21.776114   -18.41947     12.326554
 -13.7120495   11.851395    -3.974117     7.1018496   -4.4691644
   5.1157055   -6.6473694    5.8692484   -3.7021832   -1.9599464
  -6.1436934    2.9509177   -2.6169274    1.3101254   -0.3277199
  -1.7390922   -3.089796    -3.055048    -2.2461898    1.9886825
  -2.1312106    0.51374346  -0.09330442  -0.46807587  -0.13173577
  -1.3866261    0.789901     0.4105562   -2.5824618   -7.6466837 ]",blues
"[-86.491806    92.72617    -15.342206    54.05328      0.8746949
  31.574251   -14.615236    23.328945   -14.971667    15.337374
  -7.053953    12.179845    -6.0996003    7.03196     -5.805507
   7.4373384   -6.083114     3.3929815   -4.288332     1.2357911
  -2.4630334    2.6593692   -4.183766    -1.1485127   -0.09854431
   0.8125079    1.7284341    0.12675619  -3.1396945   -1.3874696
  -1.5136688    1.5431114    1.797334     0.6076473   -2.9274046
  -6.5316844    0.32217267  -1.3694049    0.97476876  -3.7920554 ]",blues
